code_1lvl,name_1lvl,code_2lvl,name_2lvl,code_3lvl,name_3lvl
I00-I99,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I49,Other cardiac arrhythmias
I00-I99,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I50,Heart failure
I00-I99,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I51,Complications and ill-defined descriptions of heart disease
I00-I99,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I52*,Other heart disorders in diseases classified elsewhere
I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,I60,Subarachnoid haemorrhage
I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,I61,Intracerebral haemorrhage
I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,I62,Other nontraumatic intracranial haemorrhage
I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,I63,Cerebral infarction
I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,I64,"Stroke, not specified as haemorrhage or infarction"
I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction"
I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,I66,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction"
I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,I67,Other cerebrovascular diseases
I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,I68*,Cerebrovascular disorders in diseases classified elsewhere
I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,I69,Sequelae of cerebrovascular disease
I00-I99,Diseases of the circulatory system,I70-I79,"Diseases of arteries, arterioles and capillaries",I70,Atherosclerosis
I00-I99,Diseases of the circulatory system,I70-I79,"Diseases of arteries, arterioles and capillaries",I71,Aortic aneurysm and dissection
I00-I99,Diseases of the circulatory system,I70-I79,"Diseases of arteries, arterioles and capillaries",I72,Other aneurysm
I00-I99,Diseases of the circulatory system,I70-I79,"Diseases of arteries, arterioles and capillaries",I73,Other peripheral vascular diseases
I00-I99,Diseases of the circulatory system,I70-I79,"Diseases of arteries, arterioles and capillaries",I74,Arterial embolism and thrombosis
I00-I99,Diseases of the circulatory system,I70-I79,"Diseases of arteries, arterioles and capillaries",I77,Other disorders of arteries and arterioles
I00-I99,Diseases of the circulatory system,I70-I79,"Diseases of arteries, arterioles and capillaries",I78,Diseases of capillaries
I00-I99,Diseases of the circulatory system,I70-I79,"Diseases of arteries, arterioles and capillaries",I79*,"Disorders of arteries, arterioles and capillaries in diseases classified elsewhere"
I00-I99,Diseases of the circulatory system,I80-I89,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I80,Phlebitis and thrombophlebitis
I00-I99,Diseases of the circulatory system,I80-I89,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I81,Portal vein thrombosis
I00-I99,Diseases of the circulatory system,I80-I89,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I82,Other venous embolism and thrombosis
I00-I99,Diseases of the circulatory system,I80-I89,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I83,Varicose veins of lower extremities
I00-I99,Diseases of the circulatory system,I80-I89,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I84,Haemorrhoids
I00-I99,Diseases of the circulatory system,I80-I89,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I85,Oesophageal varices
I00-I99,Diseases of the circulatory system,I80-I89,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I86,Varicose veins of other sites
I00-I99,Diseases of the circulatory system,I80-I89,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I87,Other disorders of veins
I00-I99,Diseases of the circulatory system,I80-I89,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I88,Nonspecific lymphadenitis
I00-I99,Diseases of the circulatory system,I80-I89,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I89,Other noninfective disorders of lymphatic vessels and lymph nodes
I00-I99,Diseases of the circulatory system,I95-I99,Other and unspecified disorders of the circulatory system,I95,Hypotension
I00-I99,Diseases of the circulatory system,I95-I99,Other and unspecified disorders of the circulatory system,I97,"Postprocedural disorders of circulatory system, not elsewhere classified"
I00-I99,Diseases of the circulatory system,I95-I99,Other and unspecified disorders of the circulatory system,I98*,Other disorders of circulatory system in diseases classified elsewhere
I00-I99,Diseases of the circulatory system,I95-I99,Other and unspecified disorders of the circulatory system,I99,Other and unspecified disorders of circulatory system
J00-J99,Diseases of the respiratory system,J00-J06,Acute upper respiratory infections,J00,Acute nasopharyngitis [common cold]
J00-J99,Diseases of the respiratory system,J00-J06,Acute upper respiratory infections,J01,Acute sinusitis
J00-J99,Diseases of the respiratory system,J00-J06,Acute upper respiratory infections,J02,Acute pharyngitis
J00-J99,Diseases of the respiratory system,J00-J06,Acute upper respiratory infections,J03,Acute tonsillitis
J00-J99,Diseases of the respiratory system,J00-J06,Acute upper respiratory infections,J04,Acute laryngitis and tracheitis
J00-J99,Diseases of the respiratory system,J00-J06,Acute upper respiratory infections,J05,Acute obstructive laryngitis [croup] and epiglottitis
J00-J99,Diseases of the respiratory system,J00-J06,Acute upper respiratory infections,J06,Acute upper respiratory infections of multiple and unspecified sites
J00-J99,Diseases of the respiratory system,J09-J18,Influenza and pneumonia,J09,Influenza due to identified avian influenza virus
J00-J99,Diseases of the respiratory system,J09-J18,Influenza and pneumonia,J10,Influenza due to other identified influenza virus
J00-J99,Diseases of the respiratory system,J09-J18,Influenza and pneumonia,J11,"Influenza, virus not identified"
J00-J99,Diseases of the respiratory system,J09-J18,Influenza and pneumonia,J12,"Viral pneumonia, not elsewhere classified"
J00-J99,Diseases of the respiratory system,J09-J18,Influenza and pneumonia,J13,Pneumonia due to Streptococcus pneumoniae
J00-J99,Diseases of the respiratory system,J09-J18,Influenza and pneumonia,J14,Pneumonia due to Haemophilus influenzae
J00-J99,Diseases of the respiratory system,J09-J18,Influenza and pneumonia,J15,"Bacterial pneumonia, not elsewhere classified"
J00-J99,Diseases of the respiratory system,J09-J18,Influenza and pneumonia,J16,"Pneumonia due to other infectious organisms, not elsewhere classified"
J00-J99,Diseases of the respiratory system,J09-J18,Influenza and pneumonia,J17*,Pneumonia in diseases classified elsewhere
J00-J99,Diseases of the respiratory system,J09-J18,Influenza and pneumonia,J18,"Pneumonia, organism unspecified"
J00-J99,Diseases of the respiratory system,J20-J22,Other acute lower respiratory infections,J20,Acute bronchitis
J00-J99,Diseases of the respiratory system,J20-J22,Other acute lower respiratory infections,J21,Acute bronchiolitis
J00-J99,Diseases of the respiratory system,J20-J22,Other acute lower respiratory infections,J22,Unspecified acute lower respiratory infection
J00-J99,Diseases of the respiratory system,J30-J39,Other diseases of upper respiratory tract,J30,Vasomotor and allergic rhinitis
J00-J99,Diseases of the respiratory system,J30-J39,Other diseases of upper respiratory tract,J31,"Chronic rhinitis, nasopharyngitis and pharyngitis"
J00-J99,Diseases of the respiratory system,J30-J39,Other diseases of upper respiratory tract,J32,Chronic sinusitis
J00-J99,Diseases of the respiratory system,J30-J39,Other diseases of upper respiratory tract,J33,Nasal polyp
J00-J99,Diseases of the respiratory system,J30-J39,Other diseases of upper respiratory tract,J34,Other disorders of nose and nasal sinuses
J00-J99,Diseases of the respiratory system,J30-J39,Other diseases of upper respiratory tract,J35,Chronic diseases of tonsils and adenoids
J00-J99,Diseases of the respiratory system,J30-J39,Other diseases of upper respiratory tract,J36,Peritonsillar abscess
J00-J99,Diseases of the respiratory system,J30-J39,Other diseases of upper respiratory tract,J37,Chronic laryngitis and laryngotracheitis
J00-J99,Diseases of the respiratory system,J30-J39,Other diseases of upper respiratory tract,J38,"Diseases of vocal cords and larynx, not elsewhere classified"
J00-J99,Diseases of the respiratory system,J30-J39,Other diseases of upper respiratory tract,J39,Other diseases of upper respiratory tract
J00-J99,Diseases of the respiratory system,J40-J47,Chronic lower respiratory diseases,J40,"Bronchitis, not specified as acute or chronic"
J00-J99,Diseases of the respiratory system,J40-J47,Chronic lower respiratory diseases,J41,Simple and mucopurulent chronic bronchitis
J00-J99,Diseases of the respiratory system,J40-J47,Chronic lower respiratory diseases,J42,Unspecified chronic bronchitis
J00-J99,Diseases of the respiratory system,J40-J47,Chronic lower respiratory diseases,J43,Emphysema
J00-J99,Diseases of the respiratory system,J40-J47,Chronic lower respiratory diseases,J44,Other chronic obstructive pulmonary disease
J00-J99,Diseases of the respiratory system,J40-J47,Chronic lower respiratory diseases,J45,Asthma
J00-J99,Diseases of the respiratory system,J40-J47,Chronic lower respiratory diseases,J46,Status asthmaticus
J00-J99,Diseases of the respiratory system,J40-J47,Chronic lower respiratory diseases,J47,Bronchiectasis
J00-J99,Diseases of the respiratory system,J60-J70,Lung diseases due to external agents,J60,Coalworker's pneumoconiosis
J00-J99,Diseases of the respiratory system,J60-J70,Lung diseases due to external agents,J61,Pneumoconiosis due to asbestos and other mineral fibres
J00-J99,Diseases of the respiratory system,J60-J70,Lung diseases due to external agents,J62,Pneumoconiosis due to dust containing silica
J00-J99,Diseases of the respiratory system,J60-J70,Lung diseases due to external agents,J63,Pneumoconiosis due to other inorganic dusts
J00-J99,Diseases of the respiratory system,J60-J70,Lung diseases due to external agents,J64,Unspecified pneumoconiosis
J00-J99,Diseases of the respiratory system,J60-J70,Lung diseases due to external agents,J65,Pneumoconiosis associated with tuberculosis
J00-J99,Diseases of the respiratory system,J60-J70,Lung diseases due to external agents,J66,Airway disease due to specific organic dust
J00-J99,Diseases of the respiratory system,J60-J70,Lung diseases due to external agents,J67,Hypersensitivity pneumonitis due to organic dust
J00-J99,Diseases of the respiratory system,J60-J70,Lung diseases due to external agents,J68,"Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours"
J00-J99,Diseases of the respiratory system,J60-J70,Lung diseases due to external agents,J69,Pneumonitis due to solids and liquids
J00-J99,Diseases of the respiratory system,J60-J70,Lung diseases due to external agents,J70,Respiratory conditions due to other external agents
J00-J99,Diseases of the respiratory system,J80-J84,Other respiratory diseases principally affecting the interstitium,J80,Adult respiratory distress syndrome
J00-J99,Diseases of the respiratory system,J80-J84,Other respiratory diseases principally affecting the interstitium,J81,Pulmonary oedema
J00-J99,Diseases of the respiratory system,J80-J84,Other respiratory diseases principally affecting the interstitium,J82,"Pulmonary eosinophilia, not elsewhere classified"
J00-J99,Diseases of the respiratory system,J80-J84,Other respiratory diseases principally affecting the interstitium,J84,Other interstitial pulmonary diseases
J00-J99,Diseases of the respiratory system,J85-J86,Suppurative and necrotic conditions of lower respiratory tract,J85,Abscess of lung and mediastinum
J00-J99,Diseases of the respiratory system,J85-J86,Suppurative and necrotic conditions of lower respiratory tract,J86,Pyothorax
J00-J99,Diseases of the respiratory system,J90-J94,Other diseases of pleura,J90,"Pleural effusion, not elsewhere classified"
J00-J99,Diseases of the respiratory system,J90-J94,Other diseases of pleura,J91*,Pleural effusion in conditions classified elsewhere
J00-J99,Diseases of the respiratory system,J90-J94,Other diseases of pleura,J92,Pleural plaque
J00-J99,Diseases of the respiratory system,J90-J94,Other diseases of pleura,J93,Pneumothorax
J00-J99,Diseases of the respiratory system,J90-J94,Other diseases of pleura,J94,Other pleural conditions
J00-J99,Diseases of the respiratory system,J95-J99,Other diseases of the respiratory system,J95,"Postprocedural respiratory disorders, not elsewhere classified"
J00-J99,Diseases of the respiratory system,J95-J99,Other diseases of the respiratory system,J96,"Respiratory failure, not elsewhere classified"
J00-J99,Diseases of the respiratory system,J95-J99,Other diseases of the respiratory system,J98,Other respiratory disorders
J00-J99,Diseases of the respiratory system,J95-J99,Other diseases of the respiratory system,J99*,Respiratory disorders in diseases classified elsewhere
K00-K93,Diseases of the digestive system,K00-K14,"Diseases of oral cavity, salivary glands and jaws",K00,Disorders of tooth development and eruption
K00-K93,Diseases of the digestive system,K00-K14,"Diseases of oral cavity, salivary glands and jaws",K01,Embedded and impacted teeth
K00-K93,Diseases of the digestive system,K00-K14,"Diseases of oral cavity, salivary glands and jaws",K02,Dental caries
K00-K93,Diseases of the digestive system,K00-K14,"Diseases of oral cavity, salivary glands and jaws",K03,Other diseases of hard tissues of teeth
K00-K93,Diseases of the digestive system,K00-K14,"Diseases of oral cavity, salivary glands and jaws",K04,Diseases of pulp and periapical tissues
K00-K93,Diseases of the digestive system,K00-K14,"Diseases of oral cavity, salivary glands and jaws",K05,Gingivitis and periodontal diseases
K00-K93,Diseases of the digestive system,K00-K14,"Diseases of oral cavity, salivary glands and jaws",K06,Other disorders of gingiva and edentulous alveolar ridge
K00-K93,Diseases of the digestive system,K00-K14,"Diseases of oral cavity, salivary glands and jaws",K07,Dentofacial anomalies [including malocclusion]
K00-K93,Diseases of the digestive system,K00-K14,"Diseases of oral cavity, salivary glands and jaws",K08,Other disorders of teeth and supporting structures
K00-K93,Diseases of the digestive system,K00-K14,"Diseases of oral cavity, salivary glands and jaws",K09,"Cysts of oral region, not elsewhere classified"
K00-K93,Diseases of the digestive system,K00-K14,"Diseases of oral cavity, salivary glands and jaws",K10,Other diseases of jaws
K00-K93,Diseases of the digestive system,K00-K14,"Diseases of oral cavity, salivary glands and jaws",K11,Diseases of salivary glands
K00-K93,Diseases of the digestive system,K00-K14,"Diseases of oral cavity, salivary glands and jaws",K12,Stomatitis and related lesions
K00-K93,Diseases of the digestive system,K00-K14,"Diseases of oral cavity, salivary glands and jaws",K13,Other diseases of lip and oral mucosa
K00-K93,Diseases of the digestive system,K00-K14,"Diseases of oral cavity, salivary glands and jaws",K14,Diseases of tongue
K00-K93,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K20,Oesophagitis
K00-K93,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K21,Gastro-oesophageal reflux disease
K00-K93,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K22,Other diseases of oesophagus
K00-K93,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K23*,Disorders of oesophagus in diseases classified elsewhere
K00-K93,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K25,Gastric ulcer
K00-K93,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K26,Duodenal ulcer
K00-K93,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K27,"Peptic ulcer, site unspecified"
K00-K93,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K28,Gastrojejunal ulcer
K00-K93,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K29,Gastritis and duodenitis
K00-K93,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K30,Dyspepsia
K00-K93,Diseases of the digestive system,K20-K31,"Diseases of oesophagus, stomach and duodenum",K31,Other diseases of stomach and duodenum
K00-K93,Diseases of the digestive system,K35-K38,Diseases of appendix,K35,Acute appendicitis
K00-K93,Diseases of the digestive system,K35-K38,Diseases of appendix,K36,Other appendicitis
K00-K93,Diseases of the digestive system,K35-K38,Diseases of appendix,K37,Unspecified appendicitis
K00-K93,Diseases of the digestive system,K35-K38,Diseases of appendix,K38,Other diseases of appendix
K00-K93,Diseases of the digestive system,K40-K46,Hernia,K40,Inguinal hernia
K00-K93,Diseases of the digestive system,K40-K46,Hernia,K41,Femoral hernia
K00-K93,Diseases of the digestive system,K40-K46,Hernia,K42,Umbilical hernia
K00-K93,Diseases of the digestive system,K40-K46,Hernia,K43,Ventral hernia
K00-K93,Diseases of the digestive system,K40-K46,Hernia,K44,Diaphragmatic hernia
K00-K93,Diseases of the digestive system,K40-K46,Hernia,K45,Other abdominal hernia
K00-K93,Diseases of the digestive system,K40-K46,Hernia,K46,Unspecified abdominal hernia
K00-K93,Diseases of the digestive system,K50-K52,Noninfective enteritis and colitis,K50,Crohn's disease [regional enteritis]
K00-K93,Diseases of the digestive system,K50-K52,Noninfective enteritis and colitis,K51,Ulcerative colitis
K00-K93,Diseases of the digestive system,K50-K52,Noninfective enteritis and colitis,K52,Other noninfective gastroenteritis and colitis
K00-K93,Diseases of the digestive system,K55-K63,Other diseases of intestines,K55,Vascular disorders of intestine
K00-K93,Diseases of the digestive system,K55-K63,Other diseases of intestines,K56,Paralytic ileus and intestinal obstruction without hernia
K00-K93,Diseases of the digestive system,K55-K63,Other diseases of intestines,K57,Diverticular disease of intestine
K00-K93,Diseases of the digestive system,K55-K63,Other diseases of intestines,K58,Irritable bowel syndrome
K00-K93,Diseases of the digestive system,K55-K63,Other diseases of intestines,K59,Other functional intestinal disorders
K00-K93,Diseases of the digestive system,K55-K63,Other diseases of intestines,K60,Fissure and fistula of anal and rectal regions
K00-K93,Diseases of the digestive system,K55-K63,Other diseases of intestines,K61,Abscess of anal and rectal regions
K00-K93,Diseases of the digestive system,K55-K63,Other diseases of intestines,K62,Other diseases of anus and rectum
K00-K93,Diseases of the digestive system,K55-K63,Other diseases of intestines,K63,Other diseases of intestine
K00-K93,Diseases of the digestive system,K65-K67,Diseases of peritoneum,K65,Peritonitis
K00-K93,Diseases of the digestive system,K65-K67,Diseases of peritoneum,K66,Other disorders of peritoneum
K00-K93,Diseases of the digestive system,K65-K67,Diseases of peritoneum,K67*,Disorders of peritoneum in infectious diseases classified elsewhere
K00-K93,Diseases of the digestive system,K70-K77,Diseases of liver,K70,Alcoholic liver disease
K00-K93,Diseases of the digestive system,K70-K77,Diseases of liver,K71,Toxic liver disease
K00-K93,Diseases of the digestive system,K70-K77,Diseases of liver,K72,"Hepatic failure, not elsewhere classified"
K00-K93,Diseases of the digestive system,K70-K77,Diseases of liver,K73,"Chronic hepatitis, not elsewhere classified"
K00-K93,Diseases of the digestive system,K70-K77,Diseases of liver,K74,Fibrosis and cirrhosis of liver
K00-K93,Diseases of the digestive system,K70-K77,Diseases of liver,K75,Other inflammatory liver diseases
K00-K93,Diseases of the digestive system,K70-K77,Diseases of liver,K76,Other diseases of liver
K00-K93,Diseases of the digestive system,K70-K77,Diseases of liver,K77*,Liver disorders in diseases classified elsewhere
K00-K93,Diseases of the digestive system,K80-K87,"Disorders of gallbladder, biliary tract and pancreas",K80,Cholelithiasis
K00-K93,Diseases of the digestive system,K80-K87,"Disorders of gallbladder, biliary tract and pancreas",K81,Cholecystitis
K00-K93,Diseases of the digestive system,K80-K87,"Disorders of gallbladder, biliary tract and pancreas",K82,Other diseases of gallbladder
K00-K93,Diseases of the digestive system,K80-K87,"Disorders of gallbladder, biliary tract and pancreas",K83,Other diseases of biliary tract
K00-K93,Diseases of the digestive system,K80-K87,"Disorders of gallbladder, biliary tract and pancreas",K85,Acute pancreatitis
K00-K93,Diseases of the digestive system,K80-K87,"Disorders of gallbladder, biliary tract and pancreas",K86,Other diseases of pancreas
K00-K93,Diseases of the digestive system,K80-K87,"Disorders of gallbladder, biliary tract and pancreas",K87*,"Disorders of gallbladder, biliary tract and pancreas in diseases classified elsewhere"
K00-K93,Diseases of the digestive system,K90-K93,Other diseases of the digestive system,K90,Intestinal malabsorption
K00-K93,Diseases of the digestive system,K90-K93,Other diseases of the digestive system,K91,"Postprocedural disorders of digestive system, not elsewhere classified"
K00-K93,Diseases of the digestive system,K90-K93,Other diseases of the digestive system,K92,Other diseases of digestive system
K00-K93,Diseases of the digestive system,K90-K93,Other diseases of the digestive system,K93*,Disorders of other digestive organs in diseases classified elsewhere
L00-L99,Diseases of the skin and subcutaneous tissue,L00-L08,Infections of the skin and subcutaneous tissue,L00,Staphylococcal scalded skin syndrome
L00-L99,Diseases of the skin and subcutaneous tissue,L00-L08,Infections of the skin and subcutaneous tissue,L01,Impetigo
L00-L99,Diseases of the skin and subcutaneous tissue,L00-L08,Infections of the skin and subcutaneous tissue,L02,"Cutaneous abscess, furuncle and carbuncle"
L00-L99,Diseases of the skin and subcutaneous tissue,L00-L08,Infections of the skin and subcutaneous tissue,L03,Cellulitis
L00-L99,Diseases of the skin and subcutaneous tissue,L00-L08,Infections of the skin and subcutaneous tissue,L04,Acute lymphadenitis
L00-L99,Diseases of the skin and subcutaneous tissue,L00-L08,Infections of the skin and subcutaneous tissue,L05,Pilonidal cyst
L00-L99,Diseases of the skin and subcutaneous tissue,L00-L08,Infections of the skin and subcutaneous tissue,L08,Other local infections of skin and subcutaneous tissue
L00-L99,Diseases of the skin and subcutaneous tissue,L10-L14,Bullous disorders,L10,Pemphigus
L00-L99,Diseases of the skin and subcutaneous tissue,L10-L14,Bullous disorders,L11,Other acantholytic disorders
L00-L99,Diseases of the skin and subcutaneous tissue,L10-L14,Bullous disorders,L12,Pemphigoid
L00-L99,Diseases of the skin and subcutaneous tissue,L10-L14,Bullous disorders,L13,Other bullous disorders
L00-L99,Diseases of the skin and subcutaneous tissue,L10-L14,Bullous disorders,L14*,Bullous disorders in diseases classified elsewhere
L00-L99,Diseases of the skin and subcutaneous tissue,L20-L30,Dermatitis and eczema,L20,Atopic dermatitis
L00-L99,Diseases of the skin and subcutaneous tissue,L20-L30,Dermatitis and eczema,L21,Seborrhoeic dermatitis
L00-L99,Diseases of the skin and subcutaneous tissue,L20-L30,Dermatitis and eczema,L22,Diaper [napkin] dermatitis
L00-L99,Diseases of the skin and subcutaneous tissue,L20-L30,Dermatitis and eczema,L23,Allergic contact dermatitis
L00-L99,Diseases of the skin and subcutaneous tissue,L20-L30,Dermatitis and eczema,L24,Irritant contact dermatitis
L00-L99,Diseases of the skin and subcutaneous tissue,L20-L30,Dermatitis and eczema,L25,Unspecified contact dermatitis
L00-L99,Diseases of the skin and subcutaneous tissue,L20-L30,Dermatitis and eczema,L26,Exfoliative dermatitis
L00-L99,Diseases of the skin and subcutaneous tissue,L20-L30,Dermatitis and eczema,L27,Dermatitis due to substances taken internally
L00-L99,Diseases of the skin and subcutaneous tissue,L20-L30,Dermatitis and eczema,L28,Lichen simplex chronicus and prurigo
L00-L99,Diseases of the skin and subcutaneous tissue,L20-L30,Dermatitis and eczema,L29,Pruritus
L00-L99,Diseases of the skin and subcutaneous tissue,L20-L30,Dermatitis and eczema,L30,Other dermatitis
L00-L99,Diseases of the skin and subcutaneous tissue,L40-L45,Papulosquamous disorders,L40,Psoriasis
L00-L99,Diseases of the skin and subcutaneous tissue,L40-L45,Papulosquamous disorders,L41,Parapsoriasis
L00-L99,Diseases of the skin and subcutaneous tissue,L40-L45,Papulosquamous disorders,L42,Pityriasis rosea
L00-L99,Diseases of the skin and subcutaneous tissue,L40-L45,Papulosquamous disorders,L43,Lichen planus
L00-L99,Diseases of the skin and subcutaneous tissue,L40-L45,Papulosquamous disorders,L44,Other papulosquamous disorders
L00-L99,Diseases of the skin and subcutaneous tissue,L40-L45,Papulosquamous disorders,L45*,Papulosquamous disorders in diseases classified elsewhere
L00-L99,Diseases of the skin and subcutaneous tissue,L50-L54,Urticaria and erythema,L50,Urticaria
L00-L99,Diseases of the skin and subcutaneous tissue,L50-L54,Urticaria and erythema,L51,Erythema multiforme
L00-L99,Diseases of the skin and subcutaneous tissue,L50-L54,Urticaria and erythema,L52,Erythema nodosum
L00-L99,Diseases of the skin and subcutaneous tissue,L50-L54,Urticaria and erythema,L53,Other erythematous conditions
L00-L99,Diseases of the skin and subcutaneous tissue,L50-L54,Urticaria and erythema,L54*,Erythema in diseases classified elsewhere
L00-L99,Diseases of the skin and subcutaneous tissue,L55-L59,Radiation-related disorders of the skin and subcutaneous tissue,L55,Sunburn
L00-L99,Diseases of the skin and subcutaneous tissue,L55-L59,Radiation-related disorders of the skin and subcutaneous tissue,L56,Other acute skin changes due to ultraviolet radiation
L00-L99,Diseases of the skin and subcutaneous tissue,L55-L59,Radiation-related disorders of the skin and subcutaneous tissue,L57,Skin changes due to chronic exposure to nonionizing radiation
L00-L99,Diseases of the skin and subcutaneous tissue,L55-L59,Radiation-related disorders of the skin and subcutaneous tissue,L58,Radiodermatitis
L00-L99,Diseases of the skin and subcutaneous tissue,L55-L59,Radiation-related disorders of the skin and subcutaneous tissue,L59,Other disorders of skin and subcutaneous tissue related to radiation
L00-L99,Diseases of the skin and subcutaneous tissue,L60-L75,Disorders of skin appendages,L60,Nail disorders
L00-L99,Diseases of the skin and subcutaneous tissue,L60-L75,Disorders of skin appendages,L62*,Nail disorders in diseases classified elsewhere
L00-L99,Diseases of the skin and subcutaneous tissue,L60-L75,Disorders of skin appendages,L63,Alopecia areata
L00-L99,Diseases of the skin and subcutaneous tissue,L60-L75,Disorders of skin appendages,L64,Androgenic alopecia
L00-L99,Diseases of the skin and subcutaneous tissue,L60-L75,Disorders of skin appendages,L65,Other nonscarring hair loss
L00-L99,Diseases of the skin and subcutaneous tissue,L60-L75,Disorders of skin appendages,L66,Cicatricial alopecia [scarring hair loss]
L00-L99,Diseases of the skin and subcutaneous tissue,L60-L75,Disorders of skin appendages,L67,Hair colour and hair shaft abnormalities
L00-L99,Diseases of the skin and subcutaneous tissue,L60-L75,Disorders of skin appendages,L68,Hypertrichosis
L00-L99,Diseases of the skin and subcutaneous tissue,L60-L75,Disorders of skin appendages,L70,Acne
L00-L99,Diseases of the skin and subcutaneous tissue,L60-L75,Disorders of skin appendages,L71,Rosacea
L00-L99,Diseases of the skin and subcutaneous tissue,L60-L75,Disorders of skin appendages,L72,Follicular cysts of skin and subcutaneous tissue
L00-L99,Diseases of the skin and subcutaneous tissue,L60-L75,Disorders of skin appendages,L73,Other follicular disorders
L00-L99,Diseases of the skin and subcutaneous tissue,L60-L75,Disorders of skin appendages,L74,Eccrine sweat disorders
L00-L99,Diseases of the skin and subcutaneous tissue,L60-L75,Disorders of skin appendages,L75,Apocrine sweat disorders
L00-L99,Diseases of the skin and subcutaneous tissue,L80-L99,Other disorders of the skin and subcutaneous tissue,L80,Vitiligo
L00-L99,Diseases of the skin and subcutaneous tissue,L80-L99,Other disorders of the skin and subcutaneous tissue,L81,Other disorders of pigmentation
L00-L99,Diseases of the skin and subcutaneous tissue,L80-L99,Other disorders of the skin and subcutaneous tissue,L82,Seborrhoeic keratosis
L00-L99,Diseases of the skin and subcutaneous tissue,L80-L99,Other disorders of the skin and subcutaneous tissue,L83,Acanthosis nigricans
L00-L99,Diseases of the skin and subcutaneous tissue,L80-L99,Other disorders of the skin and subcutaneous tissue,L84,Corns and callosities
L00-L99,Diseases of the skin and subcutaneous tissue,L80-L99,Other disorders of the skin and subcutaneous tissue,L85,Other epidermal thickening
L00-L99,Diseases of the skin and subcutaneous tissue,L80-L99,Other disorders of the skin and subcutaneous tissue,L86*,Keratoderma in diseases classified elsewhere
L00-L99,Diseases of the skin and subcutaneous tissue,L80-L99,Other disorders of the skin and subcutaneous tissue,L87,Transepidermal elimination disorders
L00-L99,Diseases of the skin and subcutaneous tissue,L80-L99,Other disorders of the skin and subcutaneous tissue,L88,Pyoderma gangrenosum
L00-L99,Diseases of the skin and subcutaneous tissue,L80-L99,Other disorders of the skin and subcutaneous tissue,L89,Decubitus ulcer
L00-L99,Diseases of the skin and subcutaneous tissue,L80-L99,Other disorders of the skin and subcutaneous tissue,L90,Atrophic disorders of skin
L00-L99,Diseases of the skin and subcutaneous tissue,L80-L99,Other disorders of the skin and subcutaneous tissue,L91,Hypertrophic disorders of skin
L00-L99,Diseases of the skin and subcutaneous tissue,L80-L99,Other disorders of the skin and subcutaneous tissue,L92,Granulomatous disorders of skin and subcutaneous tissue
L00-L99,Diseases of the skin and subcutaneous tissue,L80-L99,Other disorders of the skin and subcutaneous tissue,L93,Lupus erythematosus
L00-L99,Diseases of the skin and subcutaneous tissue,L80-L99,Other disorders of the skin and subcutaneous tissue,L94,Other localized connective tissue disorders
